14921,2000,JEEP,GRAND CHEROKEE,1J4G258N4YC141406,151911,Used,8,GOLD,Driver Air Bag; Passenger Air Bag; A/C; Alarm; AM/FM Stereo; Cassette; CD Player; 4-Wheel ABS; Cruise Control; Rear Wheel Drive; Power Door Locks; Power Driver Seat; Leather Seats; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; CD Changer; Power Tilt/Sliding Sunroof,9995,9995,116,SUV,4.7L,A,0,0,
14977,2003,KIA,SPECTRA,KNAFB161035111405,90008,Used,4,GREEN,Driver Air Bag; Passenger Air Bag; AM/FM Stereo; CD Player; Front Wheel Drive; Power Steering; Steel Wheels; A/C; CD Changer,6995,6995,13,4 DR,1.8L,M,0,0,
14961,1998,LINCOLN,CONTINENTAL,1LNFM97V8WY614935,136202,Used,8,TAN,Driver Air Bag; Passenger Air Bag; A/C; Alarm; AM/FM Stereo; Cassette; 4-Wheel ABS; Cruise Control; Front Wheel Drive; Power Door Locks; Power Driver Seat; Leather Seats; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; CD Changer; CD Player; Power Tilt/Sliding Sunroof; Chrome Wheels; Driver Air Bag; Passenger Air Bag,7495,7495,73,4 DR,4.6L,A,1500,23,Driver Air Bag; Passenger Air Bag; A/C; Alarm; AM/FM Stereo; Cassette; 4-Wheel ABS; Cruise Control; Front Wheel Drive; Power Door Locks; Power Driver Seat; Leather Seats; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; CD Changer; CD Player; Power Tilt/Sliding Sunroof; Chrome Wheels; Driver Air Bag; Passenger Air Bag
14967,1998,FORD,EXPEDITION,1FMRU1768WLC25488,154648,Used,8,WHITE,Driver Air Bag; Passenger Air Bag; A/C; AM/FM Stereo; Cassette; 4-Wheel ABS; Rear Wheel Drive; Power Door Locks; Power Steering; Adjustable Steering Wheel; Power Windows; Steel Wheels; Rear A/C; CD Changer; Cruise Control; Power Driver Seat; Leather Seats; Aluminum Wheels; Chrome Wheels,8495,8495,14,SUV,4.6L,AUTO,1600,20,Driver Air Bag; Passenger Air Bag; A/C; AM/FM Stereo; Cassette; 4-Wheel ABS; Rear Wheel Drive; Power Door Locks; Power Steering; Adjustable Steering Wheel; Power Windows; Steel Wheels; Rear A/C; CD Changer; Cruise Control; Power Driver Seat; Leather Seats; Aluminum Wheels; Chrome Wheels
14969,2001,PONTIAC,SUNFIRE,1G2JB124717313256,99453,Used,4,SILVER,Driver Air Bag; Passenger Air Bag; A/C; AM/FM Stereo; Cassette; 4-Wheel ABS; Front Wheel Drive; Power Steering; Alarm; CD Player; Cruise Control; Power Door Locks; Power Tilt/Sliding Sunroof; Adjustable Steering Wheel; Aluminum Wheels; Chrome Wheels; Power Windows; Driver Air Bag; Passenger Air Bag,7495,7495,46,2 DR,2.2L,AUTO,1500,25,Driver Air Bag; Passenger Air Bag; A/C; AM/FM Stereo; Cassette; 4-Wheel ABS; Front Wheel Drive; Power Steering; Alarm; CD Player; Cruise Control; Power Door Locks; Power Tilt/Sliding Sunroof; Adjustable Steering Wheel; Aluminum Wheels; Chrome Wheels; Power Windows; Driver Air Bag; Passenger Air Bag
14982,2001,GMC,YUKON,1GKEK13T41J188503,193940,Used,8,WHITE,Driver Air Bag; Passenger Air Bag; Side Air Bag; A/C; Rear A/C; Alarm; AM/FM Stereo; Cassette; CD Player; 4-Wheel ABS; Cruise Control; Four Wheel Drive; Power Door Locks; Power Driver Seat; Leather Seats; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; Power Tilt/Sliding Sunroof,9495,9495,33,SUV,5.3L,A,2500,28,Driver Air Bag; Passenger Air Bag; Side Air Bag; A/C; Rear A/C; Alarm; AM/FM Stereo; Cassette; CD Player; 4-Wheel ABS; Cruise Control; Four Wheel Drive; Power Door Locks; Power Driver Seat; Leather Seats; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; Power Tilt/Sliding Sunroof
15011,1997,HONDA,ACCORD CPE,1HGCD7200VA014507,184403,Used,4,RED,Driver Air Bag; Passenger Air Bag; A/C; Cruise Control; Front Wheel Drive; Power Door Locks; Power Tilt/Sliding Sunroof; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; Driver Air Bag; Passenger Air Bag,7995,7995,1,2DR,2.2L,AUTO,0,0,
14999,1994,BUICK,PARK AVENUE,1G4CW52L4RH626466,148910,Used,6,WHITE,Driver Air Bag; Passenger Air Bag; A/C; AM/FM Stereo; Cassette; 4-Wheel ABS; Cruise Control; Front Wheel Drive; Power Door Locks; Power Driver Seat; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; CD Player; Power Tilt/Sliding Sunroof; Leather Seats; Driver Air Bag; Passenger Air Bag,4495,4495,31,4DR,3.8L,A,800,0,
15000,1997,FORD,TAURUS,1FALP52U0VA184675,147622,Used,6,RED,,4995,4995,41,4DR,3.0L,A,800,0,
14955,2003,FORD,TAURUS,1FAFP53UX3A213575,156308,Used,6,GREY,Driver Air Bag; Passenger Air Bag; A/C; AM/FM Stereo; Cassette; Cruise Control; Front Wheel Drive; Power Door Locks; Power Steering; Adjustable Steering Wheel; Aluminum Wheels; Power Windows; Side Air Bag; CD Changer; 4-Wheel ABS; Power Driver Seat; Driver Air Bag; Passenger Air Bag,7995,7995,134,4 DR,3.0L,A,1500,16,
